date,open,high,low,close,adjusted_close,volume,dividends,stock_splits,currency,provider_symbol,retrieved_at,source
2025-08-04,148.50999450683594,150.7899932861328,147.07000732421875,147.50999450683594,144.46510314941406,8150200,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-05,148.52000427246094,148.64999389648438,145.6699981689453,146.7100067138672,143.68162536621094,7794500,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-06,146.64999389648438,146.7100067138672,144.11000061035156,145.83999633789062,142.82957458496094,8475700,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-07,148.32000732421875,148.32000732421875,144.80999755859375,145.89999389648438,142.88832092285156,6753500,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-08,146.35000610351562,148.02000427246094,145.69000244140625,147.55999755859375,144.51406860351562,5028700,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-11,148.57000732421875,151.05999755859375,147.7100067138672,147.97000122070312,144.91561889648438,6215900,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-12,148.7899932861328,153.89999389648438,148.57000732421875,153.72999572753906,150.5567169189453,9304100,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-13,153.97000122070312,157.11000061035156,153.6300048828125,156.58999633789062,153.35768127441406,7103300,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-14,154.89999389648438,158.64999389648438,154.89999389648438,158.08999633789062,154.8267059326172,6294800,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-15,158.0399932861328,159.25999450683594,156.69000244140625,157.85000610351562,154.59165954589844,7583700,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-18,157.77999877929688,159.75,157.24000549316406,158.89999389648438,155.61997985839844,4774400,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-19,159.07000732421875,159.42999267578125,156.0500030517578,156.25,153.02468872070312,6396500,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-20,156.38999938964844,156.63999938964844,153.4600067138672,155.44000244140625,152.23141479492188,7151700,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-21,154.82000732421875,155.1999969482422,153.0500030517578,154.1300048828125,150.94845581054688,4997300,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-22,154.8300018310547,159.88999938964844,154.55999755859375,158.00999450683594,154.7483673095703,7711500,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-25,157.61000061035156,158.0500030517578,155.39999389648438,156.4199981689453,153.191162109375,4653000,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-26,157.66000366210938,159.9600067138672,157.41000366210938,159.1699981689453,155.88441467285156,9173000,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-27,158.36000061035156,159.97000122070312,157.8000030517578,159.77000427246094,156.4720458984375,4549900,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-28,159.91000366210938,161.22000122070312,159.02999877929688,160.8000030517578,157.48077392578125,8156300,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-08-29,159.52999877929688,161.60000610351562,159.39999389648438,160.72999572753906,157.41221618652344,9949100,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-02,157.82000732421875,158.94000244140625,154.60000610351562,158.77999877929688,155.50245666503906,7520300,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-03,159.39999389648438,159.57000732421875,156.05999755859375,157.27999877929688,154.03343200683594,6336400,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-04,156.1999969482422,159.86000061035156,154.47000122070312,159.7100067138672,157.30340576171875,7781200,0.89,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-05,160.0800018310547,163.49000549316406,159.14999389648438,159.83999633789062,157.43142700195312,7954200,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-08,160.2899932861328,160.2899932861328,158.00999450683594,160.24000549316406,157.82542419433594,7019700,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-09,160.3699951171875,161.60000610351562,157.57000732421875,158.66000366210938,156.2692413330078,6126000,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-10,158.6199951171875,159.2100067138672,156.61000061035156,158.9499969482422,156.5548553466797,8256900,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-11,159.19000244140625,162.07000732421875,157.9600067138672,161.50999450683594,159.07627868652344,8360200,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-12,161.3300018310547,162.3300018310547,159.5800018310547,161.8300018310547,159.39144897460938,5430600,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-15,161.39999389648438,162.67999267578125,160.2100067138672,161.22000122070312,158.7906494140625,5604800,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-16,161.82000732421875,165,161.5,164.13999938964844,161.66664123535156,7997500,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-17,164.67999267578125,166.3699951171875,163.22999572753906,165.25999450683594,162.76976013183594,6057800,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-18,166.8800048828125,168.86000061035156,166.22999572753906,168.1300048828125,165.59652709960938,10421200,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-19,169.1699981689453,169.5800018310547,166.2899932861328,166.85000610351562,164.3358154296875,19444400,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-22,166.85000610351562,170.22000122070312,165.9199981689453,169.72000122070312,167.16258239746094,6196600,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-23,169.82000732421875,170.85000610351562,168.3000030517578,169.52999877929688,166.97543334960938,5468400,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-24,169.0500030517578,174.44000244140625,168.6699981689453,173.5500030517578,170.9348602294922,9213700,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-25,171.2100067138672,171.97000122070312,167.94000244140625,169.67999267578125,167.12315368652344,8093700,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
2025-09-26,169.67999267578125,170.92999267578125,168.1300048828125,169.1999969482422,166.650390625,4846000,0,0,USD,QCOM,2026-07-29T16:55:24Z,yfinance
