date,open,high,low,close,adjusted_close,volume,dividends,stock_splits,currency,provider_symbol,retrieved_at,source
2025-08-05,5.144999980926514,5.179999828338623,5.010000228881836,5.090000152587891,5.090000152587891,2400400,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-06,5.210000038146973,5.210000038146973,4.929999828338623,4.989999771118164,4.989999771118164,1702100,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-07,5.119999885559082,5.429999828338623,5.005000114440918,5.199999809265137,5.199999809265137,4015500,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-08,5.369999885559082,5.539999961853027,5.210000038146973,5.440000057220459,5.440000057220459,4398000,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-11,6.485000133514404,6.880000114440918,6.159999847412109,6.679999828338623,6.679999828338623,7312900,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-12,6.510000228881836,6.610000133514404,6.15500020980835,6.21999979019165,6.21999979019165,3877800,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-13,6.510000228881836,6.590000152587891,5.860000133514404,5.860000133514404,5.860000133514404,3455600,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-14,5.789999961853027,5.989999771118164,5.535999774932861,5.650000095367432,5.650000095367432,3053200,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-15,5.769999980926514,7.389999866485596,5.769999980926514,6.400000095367432,6.400000095367432,11259100,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-18,6.545000076293945,6.909999847412109,6.2820000648498535,6.449999809265137,6.449999809265137,3436700,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-19,6.449999809265137,6.605000019073486,6.059999942779541,6.409999847412109,6.409999847412109,2801800,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-20,6.210000038146973,6.21999979019165,5.815000057220459,5.940000057220459,5.940000057220459,2965900,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-21,5.900000095367432,6.045000076293945,5.795000076293945,5.949999809265137,5.949999809265137,1831600,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-22,5.900000095367432,6.239999771118164,5.800000190734863,6.119999885559082,6.119999885559082,2342000,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-25,6.150000095367432,6.539999961853027,6.021999835968018,6.150000095367432,6.150000095367432,1955100,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-26,6.425000190734863,6.480000019073486,5.920000076293945,6.019999980926514,6.019999980926514,1778100,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-27,5.980000019073486,6.936999797821045,5.965000152587891,6.710000038146973,6.710000038146973,4203700,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-28,6.650000095367432,6.699999809265137,6.400000095367432,6.489999771118164,6.489999771118164,1748600,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-08-29,6.619999885559082,6.71999979019165,6.480000019073486,6.710000038146973,6.710000038146973,1585000,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-09-02,6.579999923706055,6.579999923706055,6.03000020980835,6.03000020980835,6.03000020980835,2046200,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-09-03,6.079999923706055,6.2170000076293945,5.900000095367432,6.03000020980835,6.03000020980835,2188900,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-09-04,6,6.070000171661377,5.835000038146973,6.039999961853027,6.039999961853027,2020700,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-09-05,6.295000076293945,6.625,6.269999980926514,6.429999828338623,6.429999828338623,3174800,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-09-08,6.550000190734863,6.570000171661377,6.139999866485596,6.239999771118164,6.239999771118164,1451900,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-09-09,5.849999904632568,5.949999809265137,5.75,5.809999942779541,5.809999942779541,2759300,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-09-10,5.789999961853027,5.869999885559082,5.46999979019165,5.480000019073486,5.480000019073486,2539500,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
2025-09-11,5.434999942779541,5.539999961853027,5.349999904632568,5.429999828338623,5.429999828338623,2293300,0,0,USD,SGML,2026-07-26T19:02:00Z,yfinance
