date,open,high,low,close,adjusted_close,volume,dividends,stock_splits,currency,provider_symbol,retrieved_at,source
2025-08-14,5.449999809265137,5.690000057220459,5.409999847412109,5.639999866485596,5.639999866485596,15607400,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-08-15,5.639999866485596,5.840000152587891,5.519999980926514,5.769999980926514,5.769999980926514,14884700,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-08-18,5.71999979019165,5.735000133514404,5.449999809265137,5.519999980926514,5.519999980926514,17054700,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-08-19,5.53000020980835,5.539999961853027,5.090000152587891,5.090000152587891,5.090000152587891,20377300,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-08-20,5.010000228881836,5.090000152587891,4.730000019073486,4.769999980926514,4.769999980926514,24970700,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-08-21,4.769999980926514,4.889999866485596,4.71999979019165,4.78000020980835,4.78000020980835,14600500,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-08-22,4.800000190734863,5.170000076293945,4.78000020980835,4.940000057220459,4.940000057220459,20025800,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-08-25,5,5.03000020980835,4.829999923706055,4.829999923706055,4.829999923706055,15935300,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-08-26,4.869999885559082,4.929999828338623,4.800000190734863,4.829999923706055,4.829999923706055,11382300,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-08-27,4.869999885559082,4.940000057220459,4.824999809265137,4.889999866485596,4.889999866485596,11503100,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-08-28,4.900000095367432,5.010000228881836,4.829999923706055,4.864999771118164,4.864999771118164,12751400,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-08-29,4.835000038146973,4.894999980926514,4.630000114440918,4.699999809265137,4.699999809265137,15124800,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-02,4.599999904632568,4.769999980926514,4.525000095367432,4.659999847412109,4.659999847412109,12483800,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-03,4.71999979019165,4.820000171661377,4.550000190734863,4.630000114440918,4.630000114440918,12646800,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-04,4.599999904632568,4.619999885559082,4.460000038146973,4.519999980926514,4.519999980926514,14775700,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-05,4.579999923706055,4.659999847412109,4.449999809265137,4.610000133514404,4.610000133514404,13757700,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-08,4.679999828338623,4.789999961853027,4.579999923706055,4.619999885559082,4.619999885559082,15260400,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-09,4.599999904632568,4.710000038146973,4.550000190734863,4.699999809265137,4.699999809265137,13282400,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-10,4.739999771118164,4.739999771118164,4.510000228881836,4.539999961853027,4.539999961853027,15881200,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-11,4.559999942779541,5.050000190734863,4.545000076293945,4.849999904632568,4.849999904632568,32111200,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-12,4.960000038146973,5,4.800000190734863,4.829999923706055,4.829999923706055,17162500,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-15,4.929999828338623,5.090000152587891,4.670000076293945,4.769999980926514,4.769999980926514,20913700,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-16,4.809999942779541,4.920000076293945,4.659999847412109,4.840000152587891,4.840000152587891,21422800,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-17,4.804999828338623,4.889999866485596,4.570000171661377,4.710000038146973,4.710000038146973,28415200,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-18,4.800000190734863,4.96999979019165,4.789999961853027,4.929999828338623,4.929999828338623,25034900,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-19,4.989999771118164,5.150000095367432,4.860000133514404,4.909999847412109,4.909999847412109,53313500,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-22,5.119999885559082,5.264999866485596,4.920000076293945,4.980000019073486,4.980000019073486,29922900,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-23,5.010000228881836,5.130000114440918,4.800000190734863,4.809999942779541,4.809999942779541,40399600,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-24,4.880000114440918,5.170000076293945,4.829999923706055,4.880000114440918,4.880000114440918,42205200,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-25,4.760000228881836,4.820000171661377,4.579999923706055,4.630000114440918,4.630000114440918,47211900,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-26,4.619999885559082,4.730000019073486,4.570000171661377,4.71999979019165,4.71999979019165,39343200,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-29,4.775000095367432,5,4.699999809265137,4.909999847412109,4.909999847412109,40995500,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-09-30,4.849999904632568,4.880000114440918,4.730000019073486,4.880000114440918,4.880000114440918,28881800,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-10-01,4.824999809265137,5.230000019073486,4.802999973297119,5.099999904632568,5.099999904632568,43900000,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-10-02,5.210000038146973,5.610000133514404,5.114999771118164,5.519999980926514,5.519999980926514,58334700,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-10-03,5.599999904632568,5.699999809265137,5.340000152587891,5.489999771118164,5.489999771118164,49126400,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-10-06,5.599999904632568,5.699999809265137,5.5,5.53000020980835,5.53000020980835,34740600,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-10-07,5.550000190734863,5.599999904632568,5.110000133514404,5.230000019073486,5.230000019073486,34119700,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-10-08,5.25,6.300000190734863,5.190000057220459,6.090000152587891,6.090000152587891,94203500,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-10-09,6.144999980926514,6.179999828338623,5.704999923706055,5.909999847412109,5.909999847412109,51030100,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-10-10,6.039999961853027,6.199999809265137,5.300000190734863,5.320000171661377,5.320000171661377,60530300,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-10-13,5.519999980926514,5.570000171661377,5.25,5.53000020980835,5.53000020980835,57007800,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-10-14,5.320000171661377,6,5.070000171661377,5.889999866485596,5.889999866485596,104026800,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-10-15,6.050000190734863,6.820000171661377,6.010000228881836,6.789999961853027,6.789999961853027,180161300,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-10-16,6.789999961853027,7.039999961853027,6.25,6.360000133514404,6.360000133514404,229692500,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
2025-10-17,6.150000095367432,6.25,5.809999942779541,5.860000133514404,5.860000133514404,70191200,0,0,USD,RXRX,2026-07-26T19:02:00Z,yfinance
