position_id,security_id,provider_contract_id,instrument_type,side,quantity,average_cost,currency,current_price,market_value_base,unrealized_pnl_base,realized_pnl_base,opened_at,last_mark_at,strategy_ids
position_5c2d846fd3576d371543,security_8b703a8adf5f864acaa4,,equity,long,8,37.1221853219554903624547,EUR,35.73500061035156,285.88000488281248,-11.0974776928314428996376,0,2026-09-04T07:00:00Z,2026-09-09T15:30:00Z,strategy_8caa208dfc702a2584a7
